MapDate,FIPS,CountyName,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20221101,6065,Riverside,CA,0,0,43.42,56.58,0,0,2022-11-01,2022-11-07,2
20221025,6065,Riverside,CA,0,0,43.42,56.58,0,0,2022-10-25,2022-10-31,2
20221018,6065,Riverside,CA,0,0,43.42,56.58,0,0,2022-10-18,2022-10-24,2
20221011,6065,Riverside,CA,0,0,10.96,89.04,0,0,2022-10-11,2022-10-17,2
20221004,6065,Riverside,CA,0,0,10.86,89.14,0,0,2022-10-04,2022-10-10,2
20220927,6065,Riverside,CA,0,0,10.67,89.33,0,0,2022-09-27,2022-10-03,2
20220920,6065,Riverside,CA,0,0,10.03,89.97,0,0,2022-09-20,2022-09-26,2
20220913,6065,Riverside,CA,0,0,10.03,89.97,0,0,2022-09-13,2022-09-19,2
20220906,6065,Riverside,CA,0,0,0.04,99.96,0,0,2022-09-06,2022-09-12,2
20220830,6065,Riverside,CA,0,0,0.04,99.96,0,0,2022-08-30,2022-09-05,2
20220823,6065,Riverside,CA,0,0,0,73.75,26.25,0,2022-08-23,2022-08-29,2
20220816,6065,Riverside,CA,0,0,0,73.75,26.25,0,2022-08-16,2022-08-22,2
20220809,6065,Riverside,CA,0,0,0,55.87,44.13,0,2022-08-09,2022-08-15,2
20220802,6065,Riverside,CA,0,0,0,54.73,45.27,0,2022-08-02,2022-08-08,2
20220726,6065,Riverside,CA,0,0,0,54.73,45.27,0,2022-07-26,2022-08-01,2
20220719,6065,Riverside,CA,0,0,0,54.73,45.27,0,2022-07-19,2022-07-25,2
20220712,6065,Riverside,CA,0,0,0,54.73,45.27,0,2022-07-12,2022-07-18,2
20220705,6065,Riverside,CA,0,0,0,54.73,45.27,0,2022-07-05,2022-07-11,2
20220628,6065,Riverside,CA,0,0,0,54.73,45.27,0,2022-06-28,2022-07-04,2
20220621,6065,Riverside,CA,0,0,0,54.73,45.27,0,2022-06-21,2022-06-27,2
20220614,6065,Riverside,CA,0,0,0,54.73,45.27,0,2022-06-14,2022-06-20,2
20220607,6065,Riverside,CA,0,0,0,54.73,45.27,0,2022-06-07,2022-06-13,2
20220531,6065,Riverside,CA,0,0,0,54.73,45.27,0,2022-05-31,2022-06-06,2
20220524,6065,Riverside,CA,0,0,0,54.73,45.27,0,2022-05-24,2022-05-30,2
20220517,6065,Riverside,CA,0,0,30.82,23.91,45.27,0,2022-05-17,2022-05-23,2
20220510,6065,Riverside,CA,0,0,30.82,23.91,45.27,0,2022-05-10,2022-05-16,2
20220503,6065,Riverside,CA,0,0,30.64,69.12,0.24,0,2022-05-03,2022-05-09,2
20220426,6065,Riverside,CA,0,0,30.64,69.12,0.24,0,2022-04-26,2022-05-02,2
20220419,6065,Riverside,CA,0,0,30.64,69.12,0.24,0,2022-04-19,2022-04-25,2
20220412,6065,Riverside,CA,0,0,30.64,69.12,0.24,0,2022-04-12,2022-04-18,2
20220405,6065,Riverside,CA,0,0,42.8,56.95,0.24,0,2022-04-05,2022-04-11,2
20220329,6065,Riverside,CA,0,0,42.8,56.95,0.24,0,2022-03-29,2022-04-04,2
20220322,6065,Riverside,CA,0,0,42.8,56.95,0.24,0,2022-03-22,2022-03-28,2
20220315,6065,Riverside,CA,0,0,42.8,56.95,0.24,0,2022-03-15,2022-03-21,2
20220308,6065,Riverside,CA,0,0,42.8,56.95,0.24,0,2022-03-08,2022-03-14,2
20220301,6065,Riverside,CA,0,0,42.8,56.95,0.24,0,2022-03-01,2022-03-07,2
20220222,6065,Riverside,CA,0,0,77.41,22.59,0,0,2022-02-22,2022-02-28,2
20220215,6065,Riverside,CA,0,0,77.41,22.59,0,0,2022-02-15,2022-02-21,2
20220208,6065,Riverside,CA,0,0,77.28,22.72,0,0,2022-02-08,2022-02-14,2
20230207,6073,San Diego,CA,0,0,100,0,0,0,2023-02-07,2023-02-13,2
20230131,6073,San Diego,CA,0,0,100,0,0,0,2023-01-31,2023-02-06,2
20230124,6073,San Diego,CA,0,0,100,0,0,0,2023-01-24,2023-01-30,2
20230117,6073,San Diego,CA,0,0,100,0,0,0,2023-01-17,2023-01-23,2
20230110,6073,San Diego,CA,0,0,100,0,0,0,2023-01-10,2023-01-16,2
20230103,6073,San Diego,CA,0,0,100,0,0,0,2023-01-03,2023-01-09,2
20221227,6073,San Diego,CA,0,0,100,0,0,0,2022-12-27,2023-01-02,2
20221220,6073,San Diego,CA,0,0,100,0,0,0,2022-12-20,2022-12-26,2
20221213,6073,San Diego,CA,0,0,100,0,0,0,2022-12-13,2022-12-19,2
20221206,6073,San Diego,CA,0,0,100,0,0,0,2022-12-06,2022-12-12,2
20221129,6073,San Diego,CA,0,0,100,0,0,0,2022-11-29,2022-12-05,2
20221122,6073,San Diego,CA,0,0,100,0,0,0,2022-11-22,2022-11-28,2
20221115,6073,San Diego,CA,0,0,100,0,0,0,2022-11-15,2022-11-21,2
20221108,6073,San Diego,CA,0,0,94.46,5.54,0,0,2022-11-08,2022-11-14,2
20221101,6073,San Diego,CA,0,0,94.46,5.54,0,0,2022-11-01,2022-11-07,2
20221025,6073,San Diego,CA,0,0,94.46,5.54,0,0,2022-10-25,2022-10-31,2
20221018,6073,San Diego,CA,0,0,94.46,5.54,0,0,2022-10-18,2022-10-24,2
20221011,6073,San Diego,CA,0,0,94.46,5.54,0,0,2022-10-11,2022-10-17,2
20221004,6073,San Diego,CA,0,0,94.34,5.66,0,0,2022-10-04,2022-10-10,2
20220927,6073,San Diego,CA,0,0,94.15,5.85,0,0,2022-09-27,2022-10-03,2
20220920,6073,San Diego,CA,0,0,93.43,6.57,0,0,2022-09-20,2022-09-26,2
20220913,6073,San Diego,CA,0,0,93.43,6.57,0,0,2022-09-13,2022-09-19,2
20220906,6073,San Diego,CA,0,0,63.19,36.81,0,0,2022-09-06,2022-09-12,2
20220830,6073,San Diego,CA,0,0,63.19,36.81,0,0,2022-08-30,2022-09-05,2
20220823,6073,San Diego,CA,0,0,63.19,36.81,0,0,2022-08-23,2022-08-29,2
20220816,6073,San Diego,CA,0,0,63.19,36.81,0,0,2022-08-16,2022-08-22,2
20220809,6073,San Diego,CA,0,0,64.53,35.47,0,0,2022-08-09,2022-08-15,2
20220802,6073,San Diego,CA,0,0,66.26,33.74,0,0,2022-08-02,2022-08-08,2
20220726,6073,San Diego,CA,0,0,66.26,33.74,0,0,2022-07-26,2022-08-01,2
20220719,6073,San Diego,CA,0,0,66.26,33.74,0,0,2022-07-19,2022-07-25,2
20220712,6073,San Diego,CA,0,0,65.88,34.12,0,0,2022-07-12,2022-07-18,2
20220705,6073,San Diego,CA,0,0,65.88,34.12,0,0,2022-07-05,2022-07-11,2
20220628,6073,San Diego,CA,0,0,65.88,34.12,0,0,2022-06-28,2022-07-04,2
20220621,6073,San Diego,CA,0,0,65.88,34.12,0,0,2022-06-21,2022-06-27,2
20220614,6073,San Diego,CA,0,0,65.88,34.12,0,0,2022-06-14,2022-06-20,2
20220607,6073,San Diego,CA,0,0,65.88,34.12,0,0,2022-06-07,2022-06-13,2
20220531,6073,San Diego,CA,0,0,64.51,35.49,0,0,2022-05-31,2022-06-06,2
20220524,6073,San Diego,CA,0,0,64.51,35.49,0,0,2022-05-24,2022-05-30,2
20220517,6073,San Diego,CA,0,0,71.42,28.58,0,0,2022-05-17,2022-05-23,2
20220510,6073,San Diego,CA,0,0,71.42,28.58,0,0,2022-05-10,2022-05-16,2
20220503,6073,San Diego,CA,0,0,70.96,29.04,0,0,2022-05-03,2022-05-09,2
20220426,6073,San Diego,CA,0,0,70.96,29.04,0,0,2022-04-26,2022-05-02,2
20220419,6073,San Diego,CA,0,0,70.96,29.04,0,0,2022-04-19,2022-04-25,2
20220412,6073,San Diego,CA,0,0,70.96,29.04,0,0,2022-04-12,2022-04-18,2
20220405,6073,San Diego,CA,0,0,99.31,0.69,0,0,2022-04-05,2022-04-11,2
20220329,6073,San Diego,CA,0,0,99.31,0.69,0,0,2022-03-29,2022-04-04,2
20220322,6073,San Diego,CA,0,0,99.31,0.69,0,0,2022-03-22,2022-03-28,2
20220315,6073,San Diego,CA,0,0,99.31,0.69,0,0,2022-03-15,2022-03-21,2
20220308,6073,San Diego,CA,0,0,99.31,0.69,0,0,2022-03-08,2022-03-14,2
20220301,6073,San Diego,CA,0,0,99.31,0.69,0,0,2022-03-01,2022-03-07,2
20220222,6073,San Diego,CA,0,0,100,0,0,0,2022-02-22,2022-02-28,2
20220215,6073,San Diego,CA,0,0,100,0,0,0,2022-02-15,2022-02-21,2
20220208,6073,San Diego,CA,0,0,100,0,0,0,2022-02-08,2022-02-14,2
