MapDate,FIPS,CountyName,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20210420,6025,Imperial,CA,0,5.07,91.83,3.1,0,0,2021-04-20,2021-04-26,2
20210413,6025,Imperial,CA,0,7.97,88.68,3.36,0,0,2021-04-13,2021-04-19,2
20210406,6025,Imperial,CA,0,7.97,88.68,3.36,0,0,2021-04-06,2021-04-12,2
20210330,6025,Imperial,CA,0,7.97,88.68,3.36,0,0,2021-03-30,2021-04-05,2
20210323,6025,Imperial,CA,0,7.97,88.68,3.36,0,0,2021-03-23,2021-03-29,2
20210316,6025,Imperial,CA,0,8.36,88.66,2.98,0,0,2021-03-16,2021-03-22,2
20210309,6025,Imperial,CA,0,7.5,89.52,2.98,0,0,2021-03-09,2021-03-15,2
20210302,6025,Imperial,CA,0,7.5,89.52,2.98,0,0,2021-03-02,2021-03-08,2
20210223,6025,Imperial,CA,0,7.5,89.52,2.98,0,0,2021-02-23,2021-03-01,2
20210216,6025,Imperial,CA,0,7.5,89.52,2.98,0,0,2021-02-16,2021-02-22,2
20210209,6025,Imperial,CA,0,7.5,89.52,2.98,0,0,2021-02-09,2021-02-15,2
20220208,6065,Riverside,CA,0,0,77.28,22.72,0,0,2022-02-08,2022-02-14,2
20220201,6065,Riverside,CA,0,0,77.41,22.59,0,0,2022-02-01,2022-02-07,2
20220125,6065,Riverside,CA,0,0,77.41,22.59,0,0,2022-01-25,2022-01-31,2
20220118,6065,Riverside,CA,0,0,77.41,22.59,0,0,2022-01-18,2022-01-24,2
20220111,6065,Riverside,CA,0,0,77.41,22.59,0,0,2022-01-11,2022-01-17,2
20220104,6065,Riverside,CA,0,0,78.19,21.81,0,0,2022-01-04,2022-01-10,2
20211228,6065,Riverside,CA,0,0,78.19,21.81,0,0,2021-12-28,2022-01-03,2
20211221,6065,Riverside,CA,0,0,15.93,69.92,14.15,0,2021-12-21,2021-12-27,2
20211214,6065,Riverside,CA,0,0,16.08,70.27,13.65,0,2021-12-14,2021-12-20,2
20211207,6065,Riverside,CA,0,0,16.08,70.27,13.65,0,2021-12-07,2021-12-13,2
20211130,6065,Riverside,CA,0,0,16.08,70.27,13.65,0,2021-11-30,2021-12-06,2
20211123,6065,Riverside,CA,0,0,16.08,70.27,13.65,0,2021-11-23,2021-11-29,2
20211116,6065,Riverside,CA,0,0,16.08,70.27,13.65,0,2021-11-16,2021-11-22,2
20211109,6065,Riverside,CA,0,0,16.08,70.27,13.65,0,2021-11-09,2021-11-15,2
20211102,6065,Riverside,CA,0,0,16.08,70.27,13.65,0,2021-11-02,2021-11-08,2
20211026,6065,Riverside,CA,0,0,16.08,70.27,13.65,0,2021-10-26,2021-11-01,2
20211019,6065,Riverside,CA,0,0,16.08,69.4,14.52,0,2021-10-19,2021-10-25,2
20211012,6065,Riverside,CA,0,0,15.06,70.41,14.52,0,2021-10-12,2021-10-18,2
20211005,6065,Riverside,CA,0,0,15.06,58.72,26.22,0,2021-10-05,2021-10-11,2
20210928,6065,Riverside,CA,0,0,15.06,58.72,26.22,0,2021-09-28,2021-10-04,2
20210921,6065,Riverside,CA,0,0,15.06,58.72,26.22,0,2021-09-21,2021-09-27,2
20210914,6065,Riverside,CA,0,0,15.06,58.72,26.22,0,2021-09-14,2021-09-20,2
20210907,6065,Riverside,CA,0,0,15.06,58.72,26.22,0,2021-09-07,2021-09-13,2
20210831,6065,Riverside,CA,0,0,0,64.38,33.86,1.76,2021-08-31,2021-09-06,2
20210824,6065,Riverside,CA,0,0,0,64.38,33.86,1.76,2021-08-24,2021-08-30,2
20210817,6065,Riverside,CA,0,0,0,64.38,33.86,1.76,2021-08-17,2021-08-23,2
20210810,6065,Riverside,CA,0,0,0,64.38,33.86,1.76,2021-08-10,2021-08-16,2
20210803,6065,Riverside,CA,0,0,0,64.38,33.86,1.76,2021-08-03,2021-08-09,2
20210727,6065,Riverside,CA,0,0,0,59.67,37.83,2.5,2021-07-27,2021-08-02,2
20210720,6065,Riverside,CA,0,0,0,59.67,37.83,2.5,2021-07-20,2021-07-26,2
20210713,6065,Riverside,CA,0,0,0,59.67,37.83,2.5,2021-07-13,2021-07-19,2
20210706,6065,Riverside,CA,0,0,0,59.19,38.31,2.5,2021-07-06,2021-07-12,2
20210629,6065,Riverside,CA,0,0,0,59.19,38.31,2.5,2021-06-29,2021-07-05,2
20210622,6065,Riverside,CA,0,0,0,59.19,38.31,2.5,2021-06-22,2021-06-28,2
20210615,6065,Riverside,CA,0,0,0,59.19,38.31,2.5,2021-06-15,2021-06-21,2
20210608,6065,Riverside,CA,0,0,0,59.19,38.31,2.5,2021-06-08,2021-06-14,2
20210601,6065,Riverside,CA,0,0,0,59.49,38.01,2.5,2021-06-01,2021-06-07,2
20210525,6065,Riverside,CA,0,0,0,59.49,38.01,2.5,2021-05-25,2021-05-31,2
20210518,6065,Riverside,CA,0,0,0,59.42,38.08,2.5,2021-05-18,2021-05-24,2
20210511,6065,Riverside,CA,0,0,0,59.42,38.08,2.5,2021-05-11,2021-05-17,2
20210504,6065,Riverside,CA,0,0,6.04,53.38,38.08,2.5,2021-05-04,2021-05-10,2
20210427,6065,Riverside,CA,0,0,6.04,53.38,38.08,2.5,2021-04-27,2021-05-03,2
20210420,6065,Riverside,CA,0,0,6.04,53.38,38.08,2.5,2021-04-20,2021-04-26,2
20210413,6065,Riverside,CA,0,0,33.28,44.19,20.03,2.5,2021-04-13,2021-04-19,2
20210406,6065,Riverside,CA,0,0,33.28,44.19,20.03,2.5,2021-04-06,2021-04-12,2
20210330,6065,Riverside,CA,0,0,44.87,36.2,16.43,2.5,2021-03-30,2021-04-05,2
20210323,6065,Riverside,CA,0,0,44.87,36.2,16.43,2.5,2021-03-23,2021-03-29,2
20210316,6065,Riverside,CA,0,0.27,45.24,35.56,18.93,0,2021-03-16,2021-03-22,2
20210309,6065,Riverside,CA,0,0.06,45.46,35.56,18.93,0,2021-03-09,2021-03-15,2
20210302,6065,Riverside,CA,0,0.06,45.46,35.56,18.93,0,2021-03-02,2021-03-08,2
20210223,6065,Riverside,CA,0,25.17,20.34,35.56,18.93,0,2021-02-23,2021-03-01,2
20210216,6065,Riverside,CA,0,25.17,20.34,35.88,18.6,0,2021-02-16,2021-02-22,2
20210209,6065,Riverside,CA,0,25.17,20.34,35.88,18.6,0,2021-02-09,2021-02-15,2
20220208,6073,San Diego,CA,0,0,100,0,0,0,2022-02-08,2022-02-14,2
20220201,6073,San Diego,CA,0,0,100,0,0,0,2022-02-01,2022-02-07,2
20220125,6073,San Diego,CA,0,0,100,0,0,0,2022-01-25,2022-01-31,2
20220118,6073,San Diego,CA,0,0,100,0,0,0,2022-01-18,2022-01-24,2
20220111,6073,San Diego,CA,0,0,100,0,0,0,2022-01-11,2022-01-17,2
20220104,6073,San Diego,CA,0,0,100,0,0,0,2022-01-04,2022-01-10,2
20211228,6073,San Diego,CA,0,0,100,0,0,0,2021-12-28,2022-01-03,2
20211221,6073,San Diego,CA,0,0,94.4,5.6,0,0,2021-12-21,2021-12-27,2
20211214,6073,San Diego,CA,0,0,94.64,5.36,0,0,2021-12-14,2021-12-20,2
20211207,6073,San Diego,CA,0,0,94.64,5.36,0,0,2021-12-07,2021-12-13,2
20211130,6073,San Diego,CA,0,0,94.64,5.36,0,0,2021-11-30,2021-12-06,2
20211123,6073,San Diego,CA,0,0,94.64,5.36,0,0,2021-11-23,2021-11-29,2
20211116,6073,San Diego,CA,0,0,94.64,5.36,0,0,2021-11-16,2021-11-22,2
20211109,6073,San Diego,CA,0,0,94.64,5.36,0,0,2021-11-09,2021-11-15,2
20211102,6073,San Diego,CA,0,0,94.64,5.36,0,0,2021-11-02,2021-11-08,2
20211026,6073,San Diego,CA,0,0,94.64,5.36,0,0,2021-10-26,2021-11-01,2
20211019,6073,San Diego,CA,0,0,94.64,5.36,0,0,2021-10-19,2021-10-25,2
20211012,6073,San Diego,CA,0,0,92.26,7.74,0,0,2021-10-12,2021-10-18,2
20211005,6073,San Diego,CA,0,0,92.26,7.74,0,0,2021-10-05,2021-10-11,2
20210928,6073,San Diego,CA,0,0,92.26,7.74,0,0,2021-09-28,2021-10-04,2
20210921,6073,San Diego,CA,0,0,92.26,7.74,0,0,2021-09-21,2021-09-27,2
20210914,6073,San Diego,CA,0,0,92.26,7.74,0,0,2021-09-14,2021-09-20,2
20210907,6073,San Diego,CA,0,0,92.26,7.74,0,0,2021-09-07,2021-09-13,2
20210831,6073,San Diego,CA,0,0,89.99,10.01,0,0,2021-08-31,2021-09-06,2
20210824,6073,San Diego,CA,0,0,89.6,10.4,0,0,2021-08-24,2021-08-30,2
20210817,6073,San Diego,CA,0,0,89.6,10.4,0,0,2021-08-17,2021-08-23,2
20210810,6073,San Diego,CA,0,0,89.6,10.4,0,0,2021-08-10,2021-08-16,2
20210803,6073,San Diego,CA,0,0,89.6,10.4,0,0,2021-08-03,2021-08-09,2
20210727,6073,San Diego,CA,0,0,89.19,10.81,0,0,2021-07-27,2021-08-02,2
20210720,6073,San Diego,CA,0,0,89.19,10.81,0,0,2021-07-20,2021-07-26,2
20210713,6073,San Diego,CA,0,0,89.19,10.81,0,0,2021-07-13,2021-07-19,2
20210706,6073,San Diego,CA,0,0,88.95,11.05,0,0,2021-07-06,2021-07-12,2
20210629,6073,San Diego,CA,0,0,88.95,11.05,0,0,2021-06-29,2021-07-05,2
20210622,6073,San Diego,CA,0,0,88.95,11.05,0,0,2021-06-22,2021-06-28,2
20210615,6073,San Diego,CA,0,0,88.49,11.51,0,0,2021-06-15,2021-06-21,2
20210608,6073,San Diego,CA,0,0,88.49,11.51,0,0,2021-06-08,2021-06-14,2
20210601,6073,San Diego,CA,0,0,88.87,11.13,0,0,2021-06-01,2021-06-07,2
20210525,6073,San Diego,CA,0,0,88.87,11.13,0,0,2021-05-25,2021-05-31,2
20210518,6073,San Diego,CA,0,0,88.98,11.02,0,0,2021-05-18,2021-05-24,2
20210511,6073,San Diego,CA,0,0,88.98,11.02,0,0,2021-05-11,2021-05-17,2
20210504,6073,San Diego,CA,0,86.92,12.98,0.1,0,0,2021-05-04,2021-05-10,2
20210427,6073,San Diego,CA,0,86.92,12.98,0.1,0,0,2021-04-27,2021-05-03,2
20210420,6073,San Diego,CA,0,86.92,12.98,0.1,0,0,2021-04-20,2021-04-26,2
20210413,6073,San Diego,CA,0,94.19,5.81,0,0,0,2021-04-13,2021-04-19,2
20210406,6073,San Diego,CA,0,94.19,5.81,0,0,0,2021-04-06,2021-04-12,2
20210330,6073,San Diego,CA,0,94.19,5.81,0,0,0,2021-03-30,2021-04-05,2
20210323,6073,San Diego,CA,0,94.19,5.81,0,0,0,2021-03-23,2021-03-29,2
20210316,6073,San Diego,CA,0,95.1,4.9,0,0,0,2021-03-16,2021-03-22,2
20210309,6073,San Diego,CA,0,94.34,5.66,0,0,0,2021-03-09,2021-03-15,2
20210302,6073,San Diego,CA,0,94.34,5.66,0,0,0,2021-03-02,2021-03-08,2
20210223,6073,San Diego,CA,0,94.89,5.11,0,0,0,2021-02-23,2021-03-01,2
20210216,6073,San Diego,CA,0,94.89,5.11,0,0,0,2021-02-16,2021-02-22,2
20210209,6073,San Diego,CA,0,94.89,5.11,0,0,0,2021-02-09,2021-02-15,2
